ID,Fraction_ID,Envelope_num,Mass,MonoMz,Charge,Intensity,mzLo,mzHi,rtLo,rtHi,color,opacity,promex_score
3237,0,2,4081.9,681.324,6,6.35E+06,681.224,682.594,63.3512,63.3775,#FF0000,0.1,50.0445
3238,0,18,845.477,423.746,2,2.16E+08,423.646,424.848,64.3018,64.7068,#FF0000,0.1,-339.146
3239,0,2,1829.89,915.955,2,1.63E+06,915.855,918.059,17.5835,17.6062,#FF0000,0.1,57.0636
3239,0,12,1829.89,610.972,3,1.36E+08,610.872,612.408,17.5068,17.733,#FF0000,0.1,57.0636
3239,0,5,1829.89,458.481,4,2.32E+07,458.381,459.583,17.5492,17.7072,#FF0000,0.1,57.0636
3240,0,1,8496.92,709.084,12,2.59E+07,708.984,710.186,57.3347,57.3347,#FF0000,0.1,-376.033
3241,0,20,922.147,923.154,1,2.71E+08,923.054,926.263,57.4877,58.6128,#FF0000,0.1,-349.484
3242,0,2,8470.2,706.857,12,3.91E+07,706.757,707.96,57.7078,57.9033,#FF0000,0.1,-361.039
3243,0,23,784.471,393.243,2,2.99E+08,393.143,394.346,26.6875,27.2445,#FF0000,0.1,-339.118
3244,0,9,2099.11,700.709,3,1.32E+08,700.609,702.479,85.7885,85.9122,#FF0000,0.1,29.9355
3244,0,5,2099.11,525.784,4,8.43E+07,525.684,527.136,85.8012,85.9343,#FF0000,0.1,29.9355
3245,0,2,3511.87,878.975,4,9.80E+06,878.875,880.829,86.0768,86.1235,#FF0000,0.1,49.5521
3245,0,13,3511.87,703.381,5,1.90E+08,703.281,704.885,85.9343,86.2158,#FF0000,0.1,49.5521
3245,0,6,3511.87,586.319,6,4.90E+07,586.219,587.589,86.0532,86.1733,#FF0000,0.1,49.5521
3246,0,21,3042.49,1015.17,3,2.73E+08,1015.07,1017.27,88.4177,88.7925,#FF0000,0.1,-339.218
3247,0,1,1515.67,506.229,3,2.59E+07,506.129,507.665,10.5367,10.5367,#FF0000,0.1,-357.336
3248,0,1,1139.68,380.899,3,2.59E+07,380.799,382.002,40.7108,40.7108,#FF0000,0.1,-344.835
3249,0,4,915.471,916.479,1,5.48E+07,916.379,919.587,73.2785,73.376,#FF0000,0.1,35.8585
3249,0,24,915.471,458.743,2,3.03E+08,458.643,460.347,73.0723,73.617,#FF0000,0.1,35.8585
3250,0,12,2058.13,687.05,3,2.58E+07,686.95,688.82,38.669,38.9938,#FF0000,0.1,57.1849
3250,0,30,2058.13,515.539,4,3.34E+08,515.439,516.892,38.5073,39.6915,#FF0000,0.1,57.1849
3250,0,9,2058.13,412.633,5,1.28E+07,412.533,413.735,38.594,38.9938,#FF0000,0.1,57.1849
3251,0,1,2482.17,828.396,3,2.59E+07,828.296,830.167,42.732,42.732,#FF0000,0.1,-628.65
3252,0,10,4260.31,853.07,5,1.15E+08,852.97,854.574,91.832,91.9925,#FF0000,0.1,49.0049
3252,0,10,4260.31,711.06,6,1.67E+08,710.96,712.329,91.832,92.0618,#FF0000,0.1,49.0049
3252,0,4,4260.31,609.624,7,1.38E+07,609.524,610.726,91.9218,92.0105,#FF0000,0.1,49.0049
3252,0,1,4260.31,533.547,8,1.52E+06,533.447,534.524,91.9417,91.9417,#FF0000,0.1,49.0049
3253,0,2,8732.54,874.261,10,2.60E+07,874.161,875.564,91.0203,91.0407,#FF0000,0.1,22.2802
3253,0,7,8732.54,794.874,11,1.13E+08,794.774,796.068,90.9792,91.097,#FF0000,0.1,22.2802
3253,0,5,8732.54,728.719,12,5.33E+07,728.619,729.821,91.0203,91.1683,#FF0000,0.1,22.2802
3253,0,1,8732.54,672.741,13,4.08E+06,672.641,673.766,90.9792,90.9792,#FF0000,0.1,22.2802
3254,0,1,9798.15,980.823,10,7.74E+06,980.823,982.226,97.4877,97.4877,#FF0000,0.1,15.6531
3254,0,3,9798.15,891.748,11,2.63E+07,891.74,893.033,97.7002,97.797,#FF0000,0.1,15.6531
3254,0,10,9798.15,817.52,12,1.02E+08,817.504,818.706,97.4142,98.0097,#FF0000,0.1,15.6531
3254,0,18,9798.15,754.711,13,1.82E+08,754.688,755.814,97.3358,98.0877,#FF0000,0.1,15.6531
3254,0,6,9798.15,700.875,14,6.46E+07,700.847,701.906,97.3547,97.9125,#FF0000,0.1,15.6531
3255,0,2,3303.73,826.941,4,3.43E+07,826.841,828.544,98.3483,98.4097,#FF0000,0.1,-586.481
3256,0,2,9910.23,826.86,12,1.41E+07,826.844,828.046,97.4142,98.0097,#FF0000,0.1,-22.6837
3256,0,7,9910.23,763.333,13,9.07E+07,763.31,764.435,97.8218,98.2658,#FF0000,0.1,-22.6837
3256,0,4,9910.23,708.881,14,4.06E+07,708.853,709.912,97.7718,98.2658,#FF0000,0.1,-22.6837
3257,0,1,17712.4,657.023,27,2.58E+07,657.034,657.902,54.923,54.923,#FF0000,0.1,-455.215
3258,0,6,4482.64,897.534,5,7.36E+07,897.434,899.238,56.6717,57.5597,#FF0000,0.1,-2.91143
3258,0,1,4482.64,748.113,6,1.23E+07,748.013,749.55,57.1628,57.1628,#FF0000,0.1,-2.91143
3259,0,25,1576.76,789.385,2,2.54E+08,789.285,791.489,30.589,31.1913,#FF0000,0.1,-339.137
3260,0,1,2797.45,700.37,4,2.58E+07,700.27,701.973,76.923,76.923,#FF0000,0.1,-789.83
3261,0,1,5055.62,723.239,7,2.58E+07,723.139,724.485,98.2432,98.2432,#FF0000,0.1,-392.566
3262,0,1,4625.32,926.071,5,2.58E+07,925.971,927.775,98.6635,98.6635,#FF0000,0.1,-364.348
3263,0,1,1496.72,749.368,2,2.58E+07,749.268,751.472,55.5435,55.5435,#FF0000,0.1,-360.483
3264,0,1,8329.08,833.915,10,2.58E+07,833.815,835.218,56.3427,56.3427,#FF0000,0.1,-503.353
3265,0,1,395.197,396.204,1,2.58E+07,396.104,398.31,18.5047,18.5047,#FF0000,0.1,-341.124
3266,0,2,4168.19,834.646,5,4.34E+07,834.546,836.15,98.5357,98.5448,#FF0000,0.1,-343.568
3267,0,3,5064.64,845.114,6,5.17E+07,845.014,846.55,98.2012,98.3965,#FF0000,0.1,-315.579
3267,0,1,5064.64,724.527,7,1.91E+07,724.427,725.773,98.2658,98.2658,#FF0000,0.1,-315.579
3268,0,1,838.585,839.592,1,2.58E+07,839.492,841.698,59.498,59.498,#FF0000,0.1,-441.358
3269,0,6,5562.71,1113.55,5,5.71E+07,1113.45,1115.45,91.123,91.2197,#FF0000,0.1,51.876
3269,0,9,5562.71,928.126,6,1.17E+08,928.026,929.73,91.0635,91.26,#FF0000,0.1,51.876
3270,0,1,4882.58,698.519,7,2.57E+07,698.419,699.765,98.3072,98.3072,#FF0000,0.1,-429.911
3271,0,7,3229.69,808.429,4,1.23E+08,808.329,810.033,85.7393,85.8192,#FF0000,0.1,-349.829
3272,0,1,2123.99,532.006,4,2.57E+07,531.906,533.359,88.5922,88.5922,#FF0000,0.1,-604.651
3273,0,17,5972.71,996.458,6,8.75E+07,996.358,998.062,52.6933,53.082,#FF0000,0.1,55.4529
3273,0,29,5972.71,854.251,7,3.73E+08,854.151,855.64,52.6192,53.2205,#FF0000,0.1,55.4529
3273,0,23,5972.71,747.596,8,2.90E+08,747.496,748.823,52.6422,53.177,#FF0000,0.1,55.4529
3273,0,12,5972.71,664.641,9,3.32E+07,664.541,665.744,52.6933,53.1595,#FF0000,0.1,55.4529
3274,0,2,3215.68,1072.9,3,5.21E+06,1072.8,1075,82.1593,82.1823,#FF0000,0.1,47.8478
3274,0,10,3215.68,804.927,4,1.44E+08,804.827,806.53,82.0888,82.2305,#FF0000,0.1,47.8478
3275,0,1,4074.93,815.993,5,2.57E+07,815.893,817.497,56.882,56.882,#FF0000,0.1,-368.581
3276,0,1,804.562,805.57,1,2.57E+07,805.47,807.675,98.3965,98.3965,#FF0000,0.1,-363.173
3277,0,16,2960.47,741.125,4,1.94E+08,741.025,742.729,9.79517,10.0488,#FF0000,0.1,44.1077
3277,0,10,2960.47,593.102,5,8.24E+07,593.002,594.405,9.8315,10.0345,#FF0000,0.1,44.1077
3278,0,6,658.439,659.446,1,7.63E+07,659.346,661.551,99.453,99.4915,#FF0000,0.1,53.7218
3278,0,3,658.439,330.227,2,1.75E+07,330.127,331.329,99.453,99.4855,#FF0000,0.1,53.7218
3279,0,1,9322.92,933.299,10,2.57E+07,933.3,934.702,98.4298,98.4298,#FF0000,0.1,-433.932
3280,0,12,630.349,316.182,2,1.58E+08,316.082,317.285,18.9367,19.1832,#FF0000,0.1,-339.146
3281,0,10,2274.08,759.035,3,7.50E+07,758.935,760.805,20.3972,20.5902,#FF0000,0.1,53.9397
3281,0,14,2274.08,569.528,4,1.59E+08,569.428,570.881,20.375,20.636,#FF0000,0.1,53.9397
3282,0,1,1100.58,367.868,3,2.57E+07,367.768,368.971,18.8752,18.8752,#FF0000,0.1,-343.271
3283,0,2,4077.45,816.497,5,3.29E+06,816.397,818,8.53717,8.5705,#FF0000,0.1,41.2844
3283,0,3,4077.45,680.582,6,1.64E+07,680.482,681.851,8.53717,8.5705,#FF0000,0.1,41.2844
3283,0,7,4077.45,583.5,7,1.11E+08,583.4,584.602,8.53717,8.5875,#FF0000,0.1,41.2844
3283,0,3,4077.45,510.688,8,5.75E+07,510.588,511.665,8.53717,8.5705,#FF0000,0.1,41.2844
3283,0,4,4077.45,454.057,9,2.82E+07,453.957,454.937,8.53717,8.5875,#FF0000,0.1,41.2844
3284,0,1,1205.67,603.844,2,2.57E+07,603.744,605.448,85.1665,85.1665,#FF0000,0.1,-426.719
3285,0,1,13566.5,799.036,17,2.57E+07,799.054,800.139,74.6483,74.6483,#FF0000,0.1,-424.614
3286,0,2,565.327,566.335,1,3.22E+07,566.235,568.44,69.0232,69.2048,#FF0000,0.1,-345.115
3287,0,4,979.439,980.446,1,4.13E+06,980.346,983.554,25.4485,25.5378,#FF0000,0.1,33.5204
3287,0,15,979.439,490.727,2,1.60E+08,490.627,492.331,25.4258,26.0187,#FF0000,0.1,33.5204
3288,0,1,4218.42,704.077,6,2.56E+07,703.977,705.346,98.6843,98.6843,#FF0000,0.1,-763.983
3289,0,1,13710.7,915.057,15,2.56E+07,915.09,916.293,73.4805,73.4805,#FF0000,0.1,-395.396
3290,0,3,766.383,384.199,2,6.49E+07,384.099,385.302,99.0378,99.0512,#FF0000,0.1,-339.222
3291,0,1,1317.49,659.751,2,2.56E+07,659.651,661.356,56.3427,56.3427,#FF0000,0.1,-409.608
3292,0,1,8495.45,654.504,13,2.56E+07,654.404,655.529,55.7512,55.7512,#FF0000,0.1,-796.581
3293,0,4,1223.64,612.827,2,2.11E+07,612.727,614.431,12.0312,12.087,#FF0000,0.1,54.8346
3293,0,7,1223.64,408.887,3,9.40E+07,408.787,409.99,12.0132,12.103,#FF0000,0.1,54.8346
3294,0,6,1403.57,702.795,2,1.59E+07,702.695,704.399,44.3188,44.4012,#FF0000,0.1,53.3232
3294,0,20,1403.57,468.866,3,1.80E+08,468.766,469.968,44.2348,44.653,#FF0000,0.1,53.3232
3295,0,3,1891.89,946.954,2,4.29E+07,946.854,949.559,56.4915,56.8082,#FF0000,0.1,-1140.08
3295,0,5,1891.89,631.638,3,5.96E+07,631.538,633.409,56.4495,56.5523,#FF0000,0.1,-1140.08
3296,0,20,844.457,423.236,2,2.03E+08,423.136,424.339,20.9413,21.4647,#FF0000,0.1,-339.146
3297,0,1,2044.24,682.42,3,5.71E+06,682.32,684.19,8.84833,8.84833,#FF0000,0.1,52.0578
3297,0,2,2044.24,512.067,4,4.75E+07,511.967,513.419,8.84833,8.85883,#FF0000,0.1,52.0578
3297,0,1,2044.24,409.855,5,2.36E+07,409.755,410.957,8.85883,8.85883,#FF0000,0.1,52.0578
3297,0,2,2044.24,341.714,6,1.81E+07,341.614,342.649,8.84833,8.85883,#FF0000,0.1,52.0578
3298,0,4,2108,1055.01,2,1.13E+07,1054.91,1057.61,91.665,91.7625,#FF0000,0.1,55.4648
3298,0,16,2108,703.672,3,2.16E+08,703.572,705.443,91.6835,91.9592,#FF0000,0.1,55.4648
3299,0,1,2516.36,630.098,4,2.56E+07,629.998,631.451,95.7023,95.7023,#FF0000,0.1,-448.227
3300,0,1,1606.86,804.437,2,2.56E+07,804.337,806.541,88.455,88.455,#FF0000,0.1,-67.8676
3300,0,1,1606.86,536.627,3,1.03E+07,536.527,538.063,88.4177,88.4177,#FF0000,0.1,-67.8676
3301,0,10,1094.66,548.336,2,1.17E+08,548.236,549.94,57.9033,58.1078,#FF0000,0.1,-339.146
3302,0,1,589.32,590.327,1,2.56E+07,590.227,592.433,51.4128,51.4128,#FF0000,0.1,-347.299
3303,0,3,6384.03,913.011,7,4.77E+07,912.911,914.543,72.97,73.2785,#FF0000,0.1,-393.076
3304,0,2,2262.05,755.024,3,9.45E+06,754.924,756.795,9.09117,9.10417,#FF0000,0.1,41.065
3304,0,4,2262.05,566.52,4,8.61E+07,566.42,567.873,9.09117,9.10417,#FF0000,0.1,41.065
3304,0,1,2262.05,453.418,5,3.68E+06,453.318,454.52,9.10417,9.10417,#FF0000,0.1,41.065
3305,0,17,915.555,458.785,2,1.86E+08,458.685,460.389,46.1523,46.5723,#FF0000,0.1,54.901
3305,0,14,915.555,306.192,3,8.81E+07,306.092,307.295,46.178,46.5228,#FF0000,0.1,54.901
3306,0,17,3179.52,795.887,4,1.28E+08,795.787,797.491,49.7905,50.1767,#FF0000,0.1,56.0853
3306,0,23,3179.52,636.911,5,2.98E+08,636.811,638.214,49.7247,50.2345,#FF0000,0.1,56.0853
3306,0,6,3179.52,530.927,6,1.08E+07,530.827,532.03,49.8373,50.0782,#FF0000,0.1,56.0853
3307,0,1,330.536,331.543,1,2.55E+07,331.443,332.646,30.589,30.589,#FF0000,0.1,-341.124
3308,0,1,1536.75,513.259,3,2.55E+07,513.159,514.695,14.494,14.494,#FF0000,0.1,-356.582
3309,0,1,3058.47,765.624,4,2.55E+07,765.524,767.228,55.6815,55.6815,#FF0000,0.1,-361.589
3310,0,1,386.204,387.212,1,2.55E+07,387.112,389.317,61.9502,61.9502,#FF0000,0.1,-347.504
3311,0,4,552.295,553.303,1,8.18E+07,553.203,555.408,99.6992,99.7083,#FF0000,0.1,-339.146
3312,0,3,785.499,393.757,2,1.13E+07,393.657,394.859,9.24583,9.35733,#FF0000,0.1,56.8889
3312,0,6,785.499,262.84,3,5.29E+07,262.74,263.609,9.23383,9.3715,#FF0000,0.1,56.8889
3313,0,9,963.181,964.188,1,1.00E+08,964.088,967.296,84.7757,84.996,#FF0000,0.1,-345.915
3314,0,1,2268.06,757.026,3,2.55E+07,756.926,758.797,67.8668,67.8668,#FF0000,0.1,-358.442
3315,0,1,1883.91,628.977,3,2.55E+07,628.877,630.747,20.7605,20.7605,#FF0000,0.1,-356.666
3316,0,1,2632.98,659.251,4,2.55E+07,659.151,660.604,55.1223,55.1223,#FF0000,0.1,-1259.78
3317,0,3,361.156,362.163,1,4.20E+07,362.063,363.266,99.4977,99.5202,#FF0000,0.1,-339.146
3318,0,1,1644.01,823.011,2,2.55E+07,822.911,825.115,98.6007,98.6007,#FF0000,0.1,-733.831
3319,0,1,572.275,573.282,1,2.55E+07,573.182,575.388,86.9602,86.9602,#FF0000,0.1,-353.065
3320,0,6,1129.71,565.861,2,9.23E+06,565.761,567.466,18.8063,18.9137,#FF0000,0.1,60.4206
3320,0,10,1129.71,377.577,3,1.30E+08,377.477,378.679,18.7557,18.9367,#FF0000,0.1,60.4206
3321,0,1,2279.37,570.851,4,2.55E+07,570.751,572.203,41.16,41.16,#FF0000,0.1,-988.245
3322,0,1,557.312,558.319,1,2.54E+07,558.219,560.424,90.364,90.364,#FF0000,0.1,-338.134
3323,0,1,1807.51,603.51,3,2.54E+07,603.41,604.946,85.1903,85.1903,#FF0000,0.1,-379.489
3324,0,1,4307.05,1077.77,4,674152,1077.67,1079.63,34.2947,34.2947,#FF0000,0.1,54.9404
3324,0,15,4307.05,862.418,5,6.84E+07,862.318,863.922,34.1517,34.4615,#FF0000,0.1,54.9404
3324,0,14,4307.05,718.85,6,1.26E+08,718.75,720.119,34.1267,34.483,#FF0000,0.1,54.9404
3324,0,15,4307.05,616.301,7,1.88E+08,616.201,617.403,34.0738,34.5068,#FF0000,0.1,54.9404
3324,0,11,4307.05,539.389,8,4.71E+07,539.289,540.366,34.1758,34.4615,#FF0000,0.1,54.9404
3324,0,2,4307.05,479.569,9,1.63E+06,479.469,480.449,34.1758,34.3208,#FF0000,0.1,54.9404
3325,0,1,635.785,636.793,1,2.54E+07,636.693,638.898,75.9348,75.9348,#FF0000,0.1,-352.618
3326,0,1,1317.49,659.753,2,2.54E+07,659.653,661.357,56.9285,56.9285,#FF0000,0.1,-365.881
3327,0,1,11160.9,798.214,14,2.54E+07,798.185,799.388,98.4097,98.4097,#FF0000,0.1,-746.856
3328,0,1,13748.3,809.729,17,2.54E+07,809.747,810.831,72.8667,72.8667,#FF0000,0.1,-366.335
3329,0,1,2326.78,466.364,5,2.54E+07,466.264,467.466,29.9297,29.9297,#FF0000,0.1,-1341.32
3330,0,8,213.173,214.18,1,1.38E+08,214.08,215.283,99.3322,99.453,#FF0000,0.1,-339.146
3331,0,1,4120.89,825.185,5,2.54E+07,825.085,826.688,63.4023,63.4023,#FF0000,0.1,-701.391
3332,0,21,5567.63,1114.53,5,1.04E+08,1114.43,1116.44,70.7427,71.2872,#FF0000,0.1,42.1744
3332,0,20,5567.63,928.946,6,3.14E+08,928.846,930.55,70.8165,71.2872,#FF0000,0.1,42.1744
3332,0,22,5567.63,796.383,7,6.95E+07,796.283,797.772,70.7427,71.2872,#FF0000,0.1,42.1744
3333,0,21,2167.07,723.365,3,3.15E+08,723.265,725.135,58.657,59.142,#FF0000,0.1,51.9477
3333,0,20,2167.07,542.776,4,1.85E+08,542.676,544.128,58.657,59.1907,#FF0000,0.1,51.9477
3334,0,7,4007.1,1002.78,4,2.37E+07,1002.68,1004.64,88.9385,89.0873,#FF0000,0.1,55.0926
3334,0,23,4007.1,802.428,5,3.19E+08,802.328,803.932,88.8358,89.231,#FF0000,0.1,55.0926
3334,0,21,4007.1,668.858,6,3.04E+08,668.758,670.128,88.7925,89.197,#FF0000,0.1,55.0926
3334,0,4,4007.1,573.451,7,8.19E+06,573.351,574.553,88.9037,89.1105,#FF0000,0.1,55.0926
3335,0,22,823.504,412.759,2,2.13E+08,412.659,413.862,22.5832,23.3462,#FF0000,0.1,-339.043
3336,0,6,4265.04,1067.27,4,2.10E+07,1067.17,1069.12,88.0653,88.1753,#FF0000,0.1,37.3972
3336,0,6,4265.04,854.015,5,6.99E+07,853.915,855.519,88.0217,88.1753,#FF0000,0.1,37.3972
3336,0,1,4265.04,711.847,6,1.52E+06,711.747,713.117,88.1312,88.1312,#FF0000,0.1,37.3972
3337,0,1,9971.94,768.08,13,2.54E+07,768.057,769.259,57.9418,57.9418,#FF0000,0.1,-384.431
3338,0,1,2293.09,765.371,3,2.53E+07,765.271,767.142,85.5853,85.5853,#FF0000,0.1,-422.493
3339,0,37,935.524,468.77,2,4.43E+08,468.67,470.374,71.9667,72.8925,#FF0000,0.1,-337.158
3340,0,1,4035.89,808.185,5,2.53E+07,808.085,809.688,98.6258,98.6258,#FF0000,0.1,-1013.31
3341,0,1,4954.56,826.767,6,2.53E+07,826.667,828.203,98.5902,98.5902,#FF0000,0.1,-403.039
3342,0,1,5979.09,997.523,6,1.12E+07,997.423,999.127,96.999,96.999,#FF0000,0.1,-80.9693
3342,0,2,5979.09,855.164,7,2.99E+07,855.064,856.552,96.8795,96.999,#FF0000,0.1,-80.9693
3342,0,1,5979.09,748.394,8,1.18E+07,748.294,749.622,96.999,96.999,#FF0000,0.1,-80.9693
3343,0,6,1424.76,713.39,2,8.67E+06,713.29,714.994,13.7563,13.8843,#FF0000,0.1,53.3724
3343,0,19,1424.76,475.929,3,2.00E+08,475.829,477.032,13.5637,13.9257,#FF0000,0.1,53.3724
3344,0,2,4714.55,786.765,6,3.50E+07,786.665,788.201,97.5638,97.6458,#FF0000,0.1,-925.752
3345,0,26,1004.52,503.268,2,2.56E+08,503.168,504.872,47.9158,48.5673,#FF0000,0.1,-339.146
3346,0,1,5971.39,747.431,8,2.53E+07,747.331,748.659,91.2197,91.2197,#FF0000,0.1,-828.906
3347,0,2,5985.26,856.045,7,3.12E+07,855.945,857.434,74.0427,74.2863,#FF0000,0.1,-527.263
3348,0,1,4170.17,696.035,6,2.53E+07,695.935,697.305,90.6472,90.6472,#FF0000,0.1,-874.605
3349,0,1,3730.72,747.151,5,2.53E+07,747.051,748.654,66.0995,66.0995,#FF0000,0.1,-1090.21
3350,0,1,6091.13,1016.2,6,9.57E+06,1016.1,1017.97,97.4877,97.4877,#FF0000,0.1,-4.44938
3350,0,7,6091.13,871.169,7,1.24E+08,871.069,872.701,97.4142,97.5373,#FF0000,0.1,-4.44938
3350,0,3,6091.13,762.398,8,2.29E+07,762.298,763.751,97.4142,97.4877,#FF0000,0.1,-4.44938
3351,0,1,2622.19,875.072,3,2.53E+07,874.972,876.843,57.3347,57.3347,#FF0000,0.1,-348.557
3352,0,34,917.466,459.74,2,3.78E+08,459.64,461.344,27.8012,28.8222,#FF0000,0.1,-338.682
3353,0,1,5927.11,988.859,6,2.53E+07,988.759,990.463,66.5895,66.5895,#FF0000,0.1,-693.72
3354,0,20,2487.15,830.058,3,6.33E+07,829.958,831.828,40.2725,40.8137,#FF0000,0.1,55.2751
3354,0,32,2487.15,622.795,4,3.29E+08,622.695,624.148,40.1493,40.9125,#FF0000,0.1,55.2751
3354,0,14,2487.15,498.438,5,3.54E+07,498.338,499.54,40.3262,40.7108,#FF0000,0.1,55.2751
3355,0,1,2629.19,877.405,3,2.53E+07,877.305,879.176,74.0692,74.0692,#FF0000,0.1,-555.495
3356,0,15,4536.16,908.239,5,1.95E+08,908.139,909.943,34.3402,34.6805,#FF0000,0.1,47.0322
3356,0,16,4536.16,757.034,6,1.88E+08,756.934,758.47,34.3402,34.7315,#FF0000,0.1,47.0322
3356,0,18,4536.16,649.03,7,1.64E+08,648.93,650.276,34.3208,34.7315,#FF0000,0.1,47.0322
3356,0,2,4536.16,568.027,8,7.84E+06,567.927,569.129,34.5068,34.6347,#FF0000,0.1,47.0322
3357,0,4,3343.7,836.932,4,3.03E+07,836.832,838.535,92.9913,93.0767,#FF0000,0.1,40.6298
3357,0,7,3343.7,669.747,5,1.04E+08,669.647,671.05,92.9675,93.0923,#FF0000,0.1,40.6298
3358,0,1,8233.67,915.859,9,2.52E+07,915.759,917.296,74.1667,74.1667,#FF0000,0.1,-637.572
3359,0,6,1704.76,853.387,2,8.88E+06,853.287,855.492,34.6347,34.7845,#FF0000,0.1,62.9359
3359,0,16,1704.76,569.261,3,1.44E+08,569.161,570.697,34.5582,34.9163,#FF0000,0.1,62.9359
3360,0,1,14749.8,703.379,21,2.52E+07,703.375,704.339,98.517,98.517,#FF0000,0.1,-489.584
3361,0,1,585.327,586.335,1,2.52E+07,586.235,588.44,85.5675,85.5675,#FF0000,0.1,-359.885
3362,0,2,2337.32,780.113,3,1.54E+07,780.013,781.884,8.77133,8.78883,#FF0000,0.1,-466.469
3362,0,1,2337.32,585.337,4,2.52E+07,585.237,586.69,8.78017,8.78017,#FF0000,0.1,-466.469
3363,0,1,826.361,827.369,1,2.92E+06,827.269,829.474,94.9827,94.9827,#FF0000,0.1,40.8377
3363,0,39,826.361,414.188,2,4.48E+08,414.088,415.291,94.3547,95.3398,#FF0000,0.1,40.8377
3364,0,1,4967.81,710.695,7,2.52E+07,710.595,711.94,57.3857,57.3857,#FF0000,0.1,-482.388
3365,0,1,2266.33,756.452,3,2.70E+06,756.352,758.223,9.215,9.215,#FF0000,0.1,54.5758
3365,0,5,2266.33,567.591,4,2.93E+07,567.491,568.944,9.20533,9.24583,#FF0000,0.1,54.5758
3365,0,5,2266.33,454.274,5,6.13E+07,454.174,455.376,9.20533,9.2555,#FF0000,0.1,54.5758
3365,0,4,2266.33,378.73,6,3.50E+07,378.63,379.665,9.20533,9.2555,#FF0000,0.1,54.5758
3366,0,14,1044.57,523.294,2,2.32E+08,523.194,524.898,57.7078,58.0373,#FF0000,0.1,-339.146
3367,0,1,4955.28,992.063,5,1.27E+07,991.963,993.767,55.6603,55.6603,#FF0000,0.1,-51.2238
3367,0,1,4955.28,826.887,6,2.52E+07,826.787,828.324,55.6403,55.6403,#FF0000,0.1,-51.2238
3368,0,4,6879.37,1147.57,6,2.86E+07,1147.47,1149.34,9.15733,9.1875,#FF0000,0.1,31.6082
3368,0,5,6879.37,983.774,7,4.25E+07,983.674,985.306,9.13367,9.17817,#FF0000,0.1,31.6082
3368,0,8,6879.37,860.928,8,6.58E+07,860.828,862.281,9.13367,9.215,#FF0000,0.1,31.6082
3368,0,7,6879.37,765.382,9,1.07E+08,765.282,766.595,9.13367,9.19633,#FF0000,0.1,31.6082
3368,0,8,6879.37,688.944,10,1.35E+08,688.844,690.047,9.12467,9.19633,#FF0000,0.1,31.6082
3368,0,9,6879.37,626.404,11,1.26E+08,626.304,627.416,9.13367,9.215,#FF0000,0.1,31.6082
3368,0,3,6879.37,574.288,12,1.95E+07,574.188,575.223,9.13367,9.1875,#FF0000,0.1,31.6082
3369,0,1,3310.53,828.64,4,5.63E+06,828.54,830.244,55.3428,55.3428,#FF0000,0.1,-72.3202
3369,0,4,3310.53,663.114,5,5.62E+07,663.014,664.417,55.1598,55.2968,#FF0000,0.1,-72.3202
3370,0,1,570.339,571.347,1,2.52E+07,571.247,573.452,40.6063,40.6063,#FF0000,0.1,-354.262
3371,0,28,5281.15,1321.29,4,4.27E+08,1321.19,1323.65,94.0002,94.6218,#FF0000,0.1,-449.594
3371,0,1,5281.15,1057.24,5,1.04E+07,1057.14,1059.14,94.2855,94.2855,#FF0000,0.1,-449.594
3372,0,1,1585.85,529.625,3,2.51E+07,529.525,531.061,85.1475,85.1475,#FF0000,0.1,-355.819
3373,0,1,1418.84,710.427,2,2.51E+07,710.327,712.031,57.4877,57.4877,#FF0000,0.1,-490.315
3374,0,3,8424.07,766.832,11,6.39E+07,766.732,768.026,55.1223,55.6403,#FF0000,0.1,-370.81
3375,0,1,8431.34,703.619,12,2.51E+07,703.519,704.721,54.853,54.853,#FF0000,0.1,-368.61
3376,0,7,4936.34,988.275,5,1.20E+08,988.175,989.978,83.2595,83.364,#FF0000,0.1,54.9531
3376,0,5,4936.34,823.73,6,3.49E+07,823.63,825.166,83.2833,83.364,#FF0000,0.1,54.9531
3377,0,1,5081.6,847.94,6,2.51E+07,847.84,849.544,98.612,98.612,#FF0000,0.1,-418.38
3378,0,2,798.36,799.368,1,3.20E+07,799.268,801.473,91.0203,91.1442,#FF0000,0.1,-366.678
3379,0,1,2007.98,670.334,3,2.51E+07,670.234,672.104,49.5957,49.5957,#FF0000,0.1,-352.66
3380,0,14,2335.08,779.369,3,1.58E+08,779.269,781.139,38.8212,39.1448,#FF0000,0.1,-339.605
3381,0,1,3342.59,1115.2,3,1.72E+06,1115.1,1117.31,49.2772,49.2772,#FF0000,0.1,54.9079
3381,0,17,3342.59,836.655,4,1.72E+08,836.555,838.259,48.9932,49.3662,#FF0000,0.1,54.9079
3381,0,20,3342.59,669.526,5,2.53E+08,669.426,670.829,48.9932,49.3662,#FF0000,0.1,54.9079
3381,0,2,3342.59,558.106,6,2.34E+06,558.006,559.208,49.2295,49.2772,#FF0000,0.1,54.9079
3382,0,9,2511.36,838.129,3,8.49E+07,838.029,839.899,90.6285,90.7943,#FF0000,0.1,53.6095
3382,0,13,2511.36,628.848,4,1.69E+08,628.748,630.201,90.6285,90.8167,#FF0000,0.1,53.6095
3383,0,1,5339.99,763.863,7,2.51E+07,763.763,765.252,98.4592,98.4592,#FF0000,0.1,-464.297
